yearID,teamID,W%
1998,ARI,0.401234568
1998,ATL,0.654320988
1998,BAL,0.487654321
1998,BOS,0.567901235
1998,CHC,0.490797546
1998,CHW,0.552147239
1998,CIN,0.475308642
1998,CLE,0.549382716
1998,COL,0.475308642
1998,DET,0.401234568
1998,FLA,0.333333333
1998,HOU,0.62962963
1998,KCR,0.447204969
1998,LAA,0.524691358
1998,LAD,0.512345679
1998,MIL,0.456790123
1998,MIN,0.432098765
1998,MON,0.401234568
1998,NYM,0.543209877
1998,NYA,0.703703704
1998,OAK,0.456790123
1998,PHI,0.462962963
1998,PIT,0.423312883
1998,SDP,0.604938272
1998,SEA,0.472049689
1998,SFG,0.54601227
1998,STL,0.509202454
1998,TBD,0.388888889
1998,TEX,0.543209877
1998,TOR,0.539877301
1999,ARI,0.617283951
1999,ATL,0.635802469
1999,BAL,0.481481481
1999,BOS,0.580246914
1999,CHC,0.462962963
1999,CHW,0.413580247
1999,CIN,0.588957055
1999,CLE,0.598765432
1999,COL,0.444444444
1999,DET,0.428571429
1999,FLA,0.395061728
1999,HOU,0.598765432
1999,KCR,0.397515528
1999,LAA,0.432098765
1999,LAD,0.475308642
1999,MIL,0.459627329
1999,MIN,0.391304348
1999,MON,0.419753086
1999,NYM,0.595092025
1999,NYA,0.604938272
1999,OAK,0.537037037
1999,PHI,0.475308642
1999,PIT,0.48447205
1999,SDP,0.456790123
1999,SEA,0.487654321
1999,SFG,0.530864198
1999,STL,0.465838509
1999,TBD,0.425925926
1999,TEX,0.586419753
1999,TOR,0.518518519
2000,ARI,0.524691358
2000,ATL,0.586419753
2000,BAL,0.456790123
2000,BOS,0.524691358
2000,CHC,0.586419753
2000,CHW,0.401234568
2000,CIN,0.521472393
2000,CLE,0.555555556
2000,COL,0.50617284
2000,DET,0.487654321
2000,FLA,0.49068323
2000,HOU,0.444444444
2000,KCR,0.475308642
2000,LAA,0.50617284
2000,LAD,0.530864198
2000,MIL,0.447852761
2000,MIN,0.425925926
2000,MON,0.413580247
2000,NYM,0.580246914
2000,NYA,0.540372671
2000,OAK,0.565217391
2000,PHI,0.401234568
2000,PIT,0.425925926
2000,SDP,0.469135802
2000,SEA,0.561728395
2000,SFG,0.598765432
2000,STL,0.586419753
2000,TBD,0.428571429
2000,TEX,0.438271605
2000,TOR,0.512345679
2001,ARI,0.567901235
2001,ATL,0.543209877
2001,BAL,0.388888889
2001,BOS,0.50931677
2001,CHC,0.512345679
2001,CHW,0.543209877
2001,CIN,0.407407407
2001,CLE,0.561728395
2001,COL,0.450617284
2001,DET,0.407407407
2001,FLA,0.469135802
2001,HOU,0.574074074
2001,KCR,0.401234568
2001,LAA,0.462962963
2001,LAD,0.530864198
2001,MIL,0.419753086
2001,MIN,0.524691358
2001,MON,0.419753086
2001,NYM,0.50617284
2001,NYA,0.590062112
2001,OAK,0.62962963
2001,PHI,0.530864198
2001,PIT,0.382716049
2001,SDP,0.487654321
2001,SEA,0.716049383
2001,SFG,0.555555556
2001,STL,0.574074074
2001,TBD,0.382716049
2001,TEX,0.450617284
2001,TOR,0.49382716
2002,ARI,0.604938272
2002,ATL,0.627329193
2002,BAL,0.413580247
2002,BOS,0.574074074
2002,CHC,0.5
2002,CHW,0.413580247
2002,CIN,0.481481481
2002,CLE,0.456790123
2002,COL,0.450617284
2002,DET,0.341614907
2002,FLA,0.487654321
2002,HOU,0.518518519
2002,KCR,0.382716049
2002,LAA,0.611111111
2002,LAD,0.567901235
2002,MIL,0.345679012
2002,MIN,0.583850932
2002,MON,0.512345679
2002,NYM,0.465838509
2002,NYA,0.639751553
2002,OAK,0.635802469
2002,PHI,0.49689441
2002,PIT,0.447204969
2002,SDP,0.407407407
2002,SEA,0.574074074
2002,SFG,0.586419753
2002,STL,0.598765432
2002,TBD,0.341614907
2002,TEX,0.444444444
2002,TOR,0.481481481
2003,ARI,0.518518519
2003,ATL,0.62345679
2003,BAL,0.435582822
2003,BOS,0.586419753
2003,CHC,0.530864198
2003,CHW,0.543209877
2003,CIN,0.425925926
2003,CLE,0.419753086
2003,COL,0.456790123
2003,DET,0.265432099
2003,FLA,0.561728395
2003,HOU,0.537037037
2003,KCR,0.512345679
2003,LAA,0.475308642
2003,LAD,0.524691358
2003,MIL,0.419753086
2003,MIN,0.555555556
2003,MON,0.512345679
2003,NYM,0.409937888
2003,NYA,0.619631902
2003,OAK,0.592592593
2003,PHI,0.530864198
2003,PIT,0.462962963
2003,SDP,0.395061728
2003,SEA,0.574074074
2003,SFG,0.621118012
2003,STL,0.524691358
2003,TBD,0.388888889
2003,TEX,0.438271605
2003,TOR,0.530864198
2004,ARI,0.314814815
2004,ATL,0.592592593
2004,BAL,0.481481481
2004,BOS,0.604938272
2004,CHC,0.512345679
2004,CHW,0.549382716
2004,CIN,0.469135802
2004,CLE,0.49382716
2004,COL,0.419753086
2004,DET,0.444444444
2004,FLA,0.512345679
2004,HOU,0.567901235
2004,KCR,0.358024691
2004,LAA,0.567901235
2004,LAD,0.574074074
2004,MIL,0.416149068
2004,MIN,0.567901235
2004,MON,0.413580247
2004,NYM,0.438271605
2004,NYA,0.62345679
2004,OAK,0.561728395
2004,PHI,0.530864198
2004,PIT,0.447204969
2004,SDP,0.537037037
2004,SEA,0.388888889
2004,SFG,0.561728395
2004,STL,0.648148148
2004,TBD,0.434782609
2004,TEX,0.549382716
2004,TOR,0.416149068
2005,ARI,0.475308642
2005,ATL,0.555555556
2005,BAL,0.456790123
2005,BOS,0.586419753
2005,CHC,0.611111111
2005,CHW,0.487654321
2005,CIN,0.447852761
2005,CLE,0.574074074
2005,COL,0.413580247
2005,DET,0.438271605
2005,FLA,0.512345679
2005,HOU,0.54601227
2005,KCR,0.345679012
2005,LAA,0.586419753
2005,LAD,0.438271605
2005,MIL,0.5
2005,MIN,0.512345679
2005,MON,0.5
2005,NYM,0.512345679
2005,NYA,0.586419753
2005,OAK,0.543209877
2005,PHI,0.543209877
2005,PIT,0.413580247
2005,SDP,0.50617284
2005,SEA,0.425925926
2005,SFG,0.462962963
2005,STL,0.617283951
2005,TBD,0.413580247
2005,TEX,0.487654321
2005,TOR,0.49382716
2006,ARI,0.469135802
2006,ATL,0.487654321
2006,BAL,0.432098765
2006,BOS,0.530864198
2006,CHC,0.555555556
2006,CHW,0.407407407
2006,CIN,0.49382716
2006,CLE,0.481481481
2006,COL,0.469135802
2006,DET,0.586419753
2006,FLA,0.481481481
2006,HOU,0.50617284
2006,KCR,0.382716049
2006,LAA,0.549382716
2006,LAD,0.543209877
2006,MIL,0.462962963
2006,MIN,0.592592593
2006,MON,0.438271605
2006,NYM,0.598765432
2006,NYA,0.598765432
2006,OAK,0.574074074
2006,PHI,0.524691358
2006,PIT,0.413580247
2006,SDP,0.543209877
2006,SEA,0.481481481
2006,SFG,0.472049689
2006,STL,0.51552795
2006,TBD,0.37654321
2006,TEX,0.49382716
2006,TOR,0.537037037
2007,ARI,0.555555556
2007,ATL,0.518518519
2007,BAL,0.425925926
2007,BOS,0.592592593
2007,CHC,0.444444444
2007,CHW,0.524691358
2007,CIN,0.444444444
2007,CLE,0.592592593
2007,COL,0.552147239
2007,DET,0.543209877
2007,FLA,0.438271605
2007,HOU,0.450617284
2007,KCR,0.425925926
2007,LAA,0.580246914
2007,LAD,0.50617284
2007,MIL,0.512345679
2007,MIN,0.487654321
2007,MON,0.450617284
2007,NYM,0.543209877
2007,NYA,0.580246914
2007,OAK,0.469135802
2007,PHI,0.549382716
2007,PIT,0.419753086
2007,SDP,0.54601227
2007,SEA,0.543209877
2007,SFG,0.438271605
2007,STL,0.481481481
2007,TBD,0.407407407
2007,TEX,0.462962963
2007,TOR,0.512345679
2008,ARI,0.50617284
2008,ATL,0.444444444
2008,BAL,0.422360248
2008,BOS,0.586419753
2008,CHC,0.54601227
2008,CHW,0.602484472
2008,CIN,0.456790123
2008,CLE,0.5
2008,COL,0.456790123
2008,DET,0.456790123
2008,FLA,0.52173913
2008,HOU,0.534161491
2008,KCR,0.462962963
2008,LAA,0.617283951
2008,LAD,0.518518519
2008,MIL,0.555555556
2008,MIN,0.539877301
2008,MON,0.366459627
2008,NYM,0.549382716
2008,NYA,0.549382716
2008,OAK,0.465838509
2008,PHI,0.567901235
2008,PIT,0.413580247
2008,SDP,0.388888889
2008,SEA,0.37654321
2008,SFG,0.444444444
2008,STL,0.530864198
2008,TBD,0.598765432
2008,TEX,0.487654321
2008,TOR,0.530864198
