yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
1998,AL,DET,DET,C,5,162,81,65,97,N,N,N,N,722,5664,1494,306,29,165,455,1070,122,62,,,863,792,4.93,9,4,32,4338,1551,185,595,947,115,164,0.982,Detroit Tigers,Tiger Stadium,1409391,100,101,DET,DET,DET
1998,NL,FLO,FLA,E,5,162,81,54,108,N,N,N,N,667,5558,1381,277,36,114,525,1120,115,57,,,923,837,5.2,11,3,24,4348,1617,182,715,1016,129,177,0.979,Florida Marlins,Joe Robbie Stadium,1730384,94,95,FLA,FLO,FLO
1998,NL,HOU,HOU,C,1,162,81,102,60,Y,N,N,N,874,5641,1578,326,28,166,621,1122,155,51,,,620,572,3.5,12,11,44,4413,1435,147,465,1187,108,144,0.983,Houston Astros,Astrodome,2458451,98,97,HOU,HOU,HOU
1998,AL,KCA,KCR,C,3,161,80,72,89,N,N,N,N,714,5546,1459,274,40,134,475,984,135,50,,,899,823,5.16,6,7,46,4308,1590,196,568,999,125,172,0.98,Kansas City Royals,Kauffman Stadium,1494875,101,102,KCR,KCA,KCA
1998,NL,LAN,LAD,W,3,162,81,83,79,N,N,N,N,669,5459,1374,209,27,159,447,1056,137,53,,,678,613,3.81,16,10,47,4341,1332,135,587,1178,134,154,0.978,Los Angeles Dodgers,Dodger Stadium,3089222,95,95,LAD,LAN,LAN
1998,NL,MIL,MIL,C,5,162,81,74,88,N,N,N,N,707,5541,1439,266,17,152,532,1039,81,59,,,812,746,4.63,2,2,39,4353,1538,188,550,1063,110,192,0.982,Milwaukee Brewers,County Stadium,1811593,100,101,MIL,ML4,MIL
1998,AL,MIN,MIN,C,4,162,81,70,92,N,N,N,N,734,5641,1499,285,32,115,506,915,112,54,,,818,765,4.76,7,9,42,4342,1622,180,457,952,108,135,0.982,Minnesota Twins,Hubert H Humphrey Metrodome,1165976,101,102,MIN,MIN,MIN
1998,NL,MON,WSN,E,4,162,81,65,97,N,N,N,N,644,5418,1348,280,32,147,439,1058,91,46,,,783,696,4.39,4,5,39,4281,1448,156,533,1017,155,127,0.975,Montreal Expos,Stade Olympique,914909,98,99,MON,MON,MON
1998,AL,NYA,NYY,E,1,162,81,114,48,Y,N,Y,Y,965,5643,1625,290,31,207,653,1025,153,63,,,656,618,3.82,22,16,48,4369,1357,156,466,1080,98,146,0.984,New York Yankees,Yankee Stadium II,2955193,97,95,NYY,NYA,NYA
1998,NL,NYN,NYM,E,2,162,81,88,74,N,N,N,N,706,5510,1425,289,24,136,572,1049,62,46,,,645,611,3.77,9,16,46,4374,1381,152,532,1129,101,151,0.984,New York Mets,Shea Stadium,2287948,99,99,NYM,NYN,NYN
1998,AL,OAK,OAK,W,4,162,81,74,88,N,N,N,N,804,5490,1413,295,13,149,633,1122,131,47,,,866,770,4.83,12,4,39,4302,1555,179,529,922,141,155,0.977,Oakland Athletics,Oakland Coliseum,1232343,96,97,OAK,OAK,OAK
1998,NL,PHI,PHI,E,3,162,81,75,87,N,N,N,N,713,5617,1482,286,36,126,508,1080,97,45,,,808,754,4.64,21,11,32,4389,1476,188,544,1176,110,131,0.982,Philadelphia Phillies,Veterans Stadium,1715722,102,103,PHI,PHI,PHI
1998,NL,PIT,PIT,C,6,163,80,69,93,N,N,N,N,650,5493,1395,271,35,107,393,1060,159,51,,,718,630,3.91,7,10,41,4347,1433,147,530,1112,140,161,0.977,Pittsburgh Pirates,Three Rivers Stadium,1560950,102,103,PIT,PIT,PIT
1998,NL,SDN,SDP,W,1,162,81,98,64,Y,N,Y,N,749,5490,1390,292,30,167,604,1072,79,37,,,635,587,3.63,14,11,59,4363,1384,139,501,1217,104,155,0.983,San Diego Padres,Qualcomm Stadium,2555874,92,92,SDP,SDN,SDN
1998,AL,SEA,SEA,W,3,161,81,76,85,N,N,N,N,859,5628,1553,321,28,234,558,1081,115,39,,,855,783,4.95,17,7,31,4272,1530,196,528,1156,125,139,0.979,Seattle Mariners,Kingdome,2651511,99,99,SEA,SEA,SEA
1998,NL,SFN,SFG,W,2,163,81,89,74,N,N,N,N,845,5628,1540,292,26,161,678,1040,102,51,,,739,688,4.19,6,6,44,4431,1457,171,562,1089,101,157,0.984,San Francisco Giants,3Com Park,1925364,95,95,SFG,SFN,SFN
1998,NL,SLN,STL,C,3,163,82,83,79,N,N,N,N,810,5593,1444,292,30,223,676,1179,133,41,,,782,705,4.32,6,10,44,4409,1513,151,558,972,142,160,0.978,St. Louis Cardinals,Busch Stadium II,3195691,100,100,STL,SLN,SLN
1998,AL,TBA,TBD,E,5,162,81,63,99,N,N,N,N,620,5555,1450,267,43,111,473,1107,120,73,,,751,697,4.35,7,8,28,4329,1425,171,643,1008,94,178,0.985,Tampa Bay Devil Rays,Tropicana Field,2506293,101,102,TBD,TBA,TBA
1998,AL,TEX,TEX,W,1,162,81,88,74,Y,N,N,N,940,5672,1637,314,32,201,595,1045,82,47,,,871,795,5,10,8,46,4293,1624,164,519,994,122,140,0.98,Texas Rangers,The Ballpark at Arlington,2927399,104,103,TEX,TEX,TEX
1998,AL,TOR,TOR,E,3,163,81,88,74,N,N,N,N,816,5580,1482,316,19,221,564,1132,184,81,,,768,698,4.29,10,11,47,4395,1443,169,587,1154,125,131,0.979,Toronto Blue Jays,Skydome,2454303,100,99,TOR,TOR,TOR
1999,AL,ANA,ANA,W,4,162,81,70,92,N,N,N,N,711,5494,1404,248,22,158,511,1022,71,45,,,826,762,4.79,4,7,37,4293,1472,177,624,877,106,156,0.983,Anaheim Angels,Edison International Field,2253123,99,100,ANA,ANA,ANA
1999,NL,ARI,ARI,W,1,162,81,100,62,Y,N,N,N,908,5658,1566,289,46,216,588,1045,137,39,,,676,615,3.77,16,9,42,4401,1387,176,543,1198,104,129,0.983,Arizona Diamondbacks,Bank One Ballpark,3019654,101,101,ARI,ARI,ARI
1999,NL,ATL,ATL,E,1,162,81,103,59,Y,N,Y,N,840,5569,1481,309,23,197,608,962,148,66,,,661,593,3.63,9,9,45,4413,1398,142,507,1197,111,122,0.982,Atlanta Braves,Turner Field,3284897,100,98,ATL,ATL,ATL
1999,AL,BAL,BAL,E,4,162,81,78,84,N,N,N,N,851,5637,1572,299,21,203,615,890,107,46,,,815,761,4.77,17,11,33,4305,1468,198,647,982,89,192,0.986,Baltimore Orioles,Oriole Park at Camden Yards,3433150,96,96,BAL,BAL,BAL
1999,AL,BOS,BOS,E,2,162,81,94,68,N,Y,N,N,836,5579,1551,334,42,176,597,928,67,39,,,718,638,4,6,12,50,4309,1396,160,469,1131,127,131,0.979,Boston Red Sox,Fenway Park II,2446162,104,103,BOS,BOS,BOS
1999,AL,CHA,CHW,C,2,162,81,75,86,N,N,N,N,777,5644,1563,298,37,162,499,810,110,50,,,870,786,4.92,6,3,39,4314,1608,210,596,968,136,148,0.977,Chicago White Sox,Comiskey Park II,1338851,101,101,CHW,CHA,CHA
1999,NL,CHN,CHC,C,6,162,81,67,95,N,N,N,N,747,5482,1411,255,35,189,571,1170,60,44,,,920,837,5.27,11,6,32,4291,1619,221,529,980,139,135,0.977,Chicago Cubs,Wrigley Field,2813854,97,98,CHC,CHN,CHN
1999,NL,CIN,CIN,C,2,163,82,96,67,N,N,N,N,865,5649,1536,312,37,209,569,1125,164,54,,,711,648,3.99,6,11,55,4384,1309,190,636,1081,105,137,0.983,Cincinnati Reds,Cinergy Field,2061222,103,103,CIN,CIN,CIN
1999,AL,CLE,CLE,C,1,162,81,97,65,Y,N,N,N,1009,5634,1629,309,32,209,743,1099,147,50,,,860,789,4.9,3,6,46,4350,1503,197,634,1120,106,153,0.983,Cleveland Indians,Jacobs Field,3468456,104,103,CLE,CLE,CLE
1999,NL,COL,COL,W,5,162,81,72,90,N,N,N,N,906,5716,1644,305,39,223,508,863,70,43,,,1028,955,6.02,12,2,33,4285,1700,237,737,1032,118,186,0.981,Colorado Rockies,Coors Field,3481065,127,127,COL,COL,COL
1999,AL,DET,DET,C,3,161,81,69,92,N,N,N,N,747,5481,1433,289,34,212,458,1049,108,70,,,882,817,5.18,4,6,33,4261,1528,209,583,976,106,155,0.982,Detroit Tigers,Tiger Stadium,2026441,99,101,DET,DET,DET
1999,NL,FLO,FLA,E,5,162,80,64,98,N,N,N,N,691,5578,1465,266,44,128,479,1145,92,46,,,852,781,4.9,6,5,33,4306,1560,171,655,943,127,150,0.979,Florida Marlins,Pro Player Stadium,1369421,93,95,FLA,FLO,FLO
1999,NL,HOU,HOU,C,1,162,82,97,65,Y,N,N,N,823,5485,1463,293,23,168,728,1138,166,75,,,675,622,3.84,12,8,48,4375,1485,128,478,1204,106,168,0.983,Houston Astros,Astrodome,2706017,100,98,HOU,HOU,HOU
1999,AL,KCA,KCR,C,4,161,80,64,97,N,N,N,N,856,5624,1584,294,52,151,535,932,127,39,,,921,844,5.35,11,3,29,4261,1607,202,643,831,125,189,0.98,Kansas City Royals,Kauffman Stadium,1506068,102,103,KCR,KCA,KCA
1999,NL,LAN,LAD,W,3,162,81,77,85,N,N,N,N,793,5567,1480,253,23,187,594,1030,167,68,,,787,718,4.45,8,6,37,4357,1438,192,594,1077,137,134,0.978,Los Angeles Dodgers,Dodger Stadium,3095346,95,94,LAD,LAN,LAN
1999,NL,MIL,MIL,C,5,161,80,74,87,N,N,N,N,815,5582,1524,299,30,165,658,1065,81,33,,,886,812,5.07,2,5,40,4327,1618,213,616,987,127,142,0.979,Milwaukee Brewers,County Stadium,1701796,99,99,MIL,ML4,MIL
1999,AL,MIN,MIN,C,5,161,81,63,97,N,N,N,N,686,5495,1450,285,30,105,500,978,118,60,,,845,794,5.02,12,8,34,4269,1591,208,487,927,92,144,0.985,Minnesota Twins,Hubert H Humphrey Metrodome,1202829,103,104,MIN,MIN,MIN
1999,NL,MON,WSN,E,4,162,81,68,94,N,N,N,N,718,5559,1473,320,47,163,438,939,70,51,,,853,747,4.69,6,4,44,4302,1505,152,572,1043,160,126,0.974,Montreal Expos,Stade Olympique,773277,97,98,MON,MON,MON
1999,AL,NYA,NYY,E,1,162,81,98,64,Y,N,Y,Y,900,5568,1568,302,36,193,718,978,104,57,,,731,660,4.13,6,10,50,4318,1402,158,581,1111,111,130,0.982,New York Yankees,Yankee Stadium II,3292736,98,97,NYY,NYA,NYA
1999,NL,NYN,NYM,E,2,163,81,97,66,N,Y,N,N,853,5572,1553,297,14,181,717,994,150,61,,,711,691,4.27,5,7,49,4369,1372,167,617,1172,68,147,0.989,New York Mets,Shea Stadium,2725668,98,97,NYM,NYN,NYN
1999,AL,OAK,OAK,W,2,162,81,87,75,N,N,N,N,893,5519,1430,287,20,235,770,1129,70,37,,,846,749,4.69,6,5,48,4314,1537,160,569,967,122,162,0.98,Oakland Athletics,Oakland Coliseum,1434610,94,94,OAK,OAK,OAK
1999,NL,PHI,PHI,E,3,162,81,77,85,N,N,N,N,841,5598,1539,302,44,161,631,1081,125,35,,,846,788,4.93,11,6,32,4314,1494,212,627,1030,100,143,0.983,Philadelphia Phillies,Veterans Stadium,1825337,105,105,PHI,PHI,PHI
1999,NL,PIT,PIT,C,3,161,81,78,83,N,N,N,N,775,5468,1417,282,40,171,573,1197,112,44,,,782,689,4.33,8,3,34,4297,1444,160,633,1083,147,174,0.976,Pittsburgh Pirates,Three Rivers Stadium,1638023,101,101,PIT,PIT,PIT
1999,NL,SDN,SDP,W,4,162,81,74,88,N,N,N,N,710,5394,1360,256,22,153,631,1169,174,67,,,781,705,4.47,5,6,43,4260,1454,193,529,1078,129,151,0.979,San Diego Padres,Qualcomm Stadium,2523538,92,92,SDP,SDN,SDN
1999,AL,SEA,SEA,W,3,162,81,79,83,N,N,N,N,859,5572,1499,263,21,244,610,1095,130,45,,,905,834,5.24,7,6,40,4300,1613,191,684,980,113,180,0.981,Seattle Mariners,Kingdome / Safeco Field,2916346,102,103,SEA,SEA,SEA
1999,NL,SFN,SFG,W,2,162,81,86,76,N,N,N,N,872,5563,1507,307,18,188,696,1028,109,56,,,831,762,4.71,6,3,42,4368,1486,194,655,1076,105,150,0.983,San Francisco Giants,3Com Park,2078399,95,94,SFG,SFN,SFN
1999,NL,SLN,STL,C,4,161,80,75,86,N,N,N,N,809,5570,1461,274,27,194,613,1202,134,48,,,838,761,4.74,5,3,38,4335,1519,161,667,1025,132,161,0.978,St. Louis Cardinals,Busch Stadium II,3225334,101,101,STL,SLN,SLN
1999,AL,TBA,TBD,E,5,162,81,69,93,N,N,N,N,772,5586,1531,272,29,145,544,1042,73,49,,,913,805,5.06,6,5,45,4297,1606,172,695,1055,135,198,0.978,Tampa Bay Devil Rays,Tropicana Field,1562827,100,102,TBD,TBA,TBA
1999,AL,TEX,TEX,W,1,162,81,95,67,Y,N,N,N,945,5651,1653,304,29,230,611,937,111,54,,,859,809,5.07,6,9,47,4306,1626,186,509,979,119,167,0.981,Texas Rangers,The Ballpark at Arlington,2771469,105,105,TEX,TEX,TEX
1999,AL,TOR,TOR,E,3,162,81,84,78,N,N,N,N,883,5642,1580,337,14,212,578,1077,119,48,,,862,786,4.92,14,9,39,4315,1582,191,575,1009,106,164,0.983,Toronto Blue Jays,Skydome,2163464,101,101,TOR,TOR,TOR
2000,AL,ANA,ANA,W,3,162,81,82,80,N,N,N,N,864,5628,1574,309,34,236,608,1024,93,52,47,43,869,805,5,5,3,46,4344,1534,228,662,846,134,182,0.978,Anaheim Angels,Edison International Field,2066982,102,103,ANA,ANA,ANA
2000,NL,ARI,ARI,W,3,162,81,85,77,N,N,N,N,792,5527,1466,282,44,179,535,975,97,44,59,58,754,698,4.35,16,8,38,4331,1441,190,500,1220,107,138,0.982,Arizona Diamondbacks,Bank One Ballpark,2942251,105,103,ARI,ARI,ARI
2000,NL,ATL,ATL,E,1,162,81,95,67,Y,N,N,N,810,5489,1490,274,26,179,595,1010,148,56,59,45,714,648,4.05,13,9,53,4321,1428,165,484,1093,129,138,0.979,Atlanta Braves,Turner Field,3234304,101,99,ATL,ATL,ATL
2000,AL,BAL,BAL,E,4,162,81,74,88,N,N,N,N,794,5549,1508,310,22,184,558,900,126,65,49,54,913,855,5.37,14,6,33,4300,1547,202,665,1017,116,151,0.981,Baltimore Orioles,Oriole Park at Camden Yards,3297031,95,96,BAL,BAL,BAL
2000,AL,BOS,BOS,E,2,162,81,85,77,N,N,N,N,792,5630,1503,316,32,167,611,1019,43,30,42,48,745,683,4.23,7,12,46,4358,1433,173,498,1121,109,120,0.982,Boston Red Sox,Fenway Park II,2585895,104,103,BOS,BOS,BOS
2000,AL,CHA,CHW,C,1,162,81,95,67,Y,N,N,N,978,5646,1615,325,33,216,591,960,119,42,53,61,839,751,4.66,5,7,43,4351,1509,195,614,1037,133,190,0.978,Chicago White Sox,Comiskey Park II,1947799,102,102,CHW,CHA,CHA
2000,NL,CHN,CHC,C,6,162,81,65,97,N,N,N,N,764,5577,1426,272,23,183,632,1120,93,37,54,45,904,849,5.25,10,5,39,4364,1505,231,658,1143,100,139,0.983,Chicago Cubs,Wrigley Field,2789511,97,98,CHC,CHN,CHN
2000,NL,CIN,CIN,C,2,163,82,85,77,N,N,N,N,825,5635,1545,302,36,200,559,995,100,38,64,58,765,700,4.33,8,7,42,4369,1446,190,659,1015,111,156,0.982,Cincinnati Reds,Cinergy Field,2577371,102,102,CIN,CIN,CIN
2000,AL,CLE,CLE,C,2,162,81,90,72,N,N,N,N,950,5683,1639,310,30,221,685,1057,113,34,51,52,816,775,4.84,6,5,34,4327,1511,173,666,1213,72,147,0.988,Cleveland Indians,Jacobs Field,3456278,101,100,CLE,CLE,CLE
2000,NL,COL,COL,W,4,162,81,82,80,N,N,N,N,968,5660,1664,320,53,161,601,907,131,61,42,75,897,835,5.26,7,2,33,4290,1568,221,588,1001,94,176,0.985,Colorado Rockies,Coors Field,3295129,125,125,COL,COL,COL
2000,AL,DET,DET,C,3,162,81,79,83,N,N,N,N,823,5644,1553,307,41,177,562,982,83,38,43,49,827,755,4.71,6,6,44,4330,1583,177,496,978,105,171,0.983,Detroit Tigers,Comerica Park,2438617,95,95,DET,DET,DET
2000,NL,FLO,FLA,E,3,161,81,79,82,N,N,N,N,731,5509,1441,274,29,160,540,1184,168,55,60,51,797,729,4.59,5,4,48,4289,1477,169,650,1051,125,144,0.98,Florida Marlins,Pro Player Stadium,1218326,94,95,FLA,FLO,FLO
2000,NL,HOU,HOU,C,4,162,81,72,90,N,N,N,N,938,5570,1547,289,36,249,673,1129,114,52,83,61,944,865,5.42,8,2,30,4313,1596,234,598,1064,133,149,0.978,Houston Astros,Enron Field,3056139,107,107,HOU,HOU,HOU
2000,AL,KCA,KCR,C,4,162,81,77,85,N,N,N,N,879,5709,1644,281,27,150,511,840,121,35,48,70,930,876,5.48,10,6,29,4318,1585,239,693,927,102,185,0.983,Kansas City Royals,Kauffman Stadium,1564847,103,103,KCR,KCA,KCA
2000,NL,LAN,LAD,W,2,162,81,86,76,N,N,N,N,798,5481,1408,265,28,211,668,1083,95,42,51,46,729,659,4.1,9,11,36,4335,1379,176,600,1154,135,151,0.978,Los Angeles Dodgers,Dodger Stadium,2880242,94,94,LAD,LAN,LAN
2000,NL,MIL,MIL,C,3,163,81,73,89,N,N,N,N,740,5563,1366,297,25,177,620,1245,72,44,61,49,826,755,4.63,2,7,29,4399,1501,174,728,967,118,187,0.981,Milwaukee Brewers,County Stadium,1573621,97,98,MIL,ML4,MIL
2000,AL,MIN,MIN,C,5,162,81,69,93,N,N,N,N,748,5615,1516,325,49,116,556,1021,90,45,35,51,880,819,5.14,6,4,35,4298,1634,212,516,1042,102,155,0.983,Minnesota Twins,Hubert H Humphrey Metrodome,1000760,104,105,MIN,MIN,MIN
2000,NL,MON,WSN,E,4,162,81,67,95,N,N,N,N,738,5535,1475,310,35,178,476,1048,58,48,29,34,902,812,5.13,4,7,39,4274,1575,181,579,1011,132,151,0.978,Montreal Expos,Stade Olympique,926272,103,104,MON,MON,MON
2000,AL,NYA,NYY,E,1,161,80,87,74,Y,N,Y,Y,871,5556,1541,294,25,205,631,1007,99,48,57,50,814,753,4.76,9,6,40,4273,1458,177,577,1040,109,132,0.981,New York Yankees,Yankee Stadium II,3055435,99,98,NYY,NYA,NYA
2000,NL,NYN,NYM,E,2,162,81,94,68,N,Y,Y,N,807,5486,1445,281,20,198,675,1037,66,46,45,51,738,670,4.16,8,10,49,4350,1398,164,574,1164,118,121,0.98,New York Mets,Shea Stadium,2820530,96,96,NYM,NYN,NYN
2000,AL,OAK,OAK,W,1,161,81,91,70,Y,N,N,N,947,5560,1501,281,23,239,750,1159,40,15,52,44,813,730,4.58,7,11,43,4306,1535,158,615,963,134,164,0.978,Oakland Athletics,Oakland Coliseum,1603744,96,95,OAK,OAK,OAK
2000,NL,PHI,PHI,E,5,162,81,65,97,N,N,N,N,708,5511,1386,304,40,144,611,1117,102,30,44,37,830,763,4.77,8,6,34,4316,1458,201,640,1123,100,136,0.983,Philadelphia Phillies,Veterans Stadium,1612769,100,101,PHI,PHI,PHI
2000,NL,PIT,PIT,C,5,162,81,69,93,N,N,N,N,793,5643,1506,320,31,168,564,1032,86,40,66,37,888,795,4.94,5,7,27,4347,1554,163,711,1070,132,169,0.979,Pittsburgh Pirates,Three Rivers Stadium,1748908,99,100,PIT,PIT,PIT
2000,NL,SDN,SDP,W,5,162,81,76,86,N,N,N,N,752,5560,1413,279,37,157,602,1177,131,53,46,43,815,733,4.52,5,5,46,4378,1443,191,649,1071,141,155,0.977,San Diego Padres,Qualcomm Stadium,2352443,92,92,SDP,SDN,SDN
2000,AL,SEA,SEA,W,2,162,81,91,71,N,Y,N,N,907,5497,1481,300,26,198,775,1073,122,56,48,61,780,720,4.49,4,10,44,4325,1442,167,634,998,99,176,0.984,Seattle Mariners,Safeco Field,2914624,95,93,SEA,SEA,SEA
2000,NL,SFN,SFG,W,1,162,81,97,65,Y,N,N,N,925,5519,1535,304,44,226,709,1032,79,39,51,66,747,675,4.21,9,15,47,4333,1452,151,623,1076,93,173,0.985,San Francisco Giants,PacBell Park,3318800,93,92,SFG,SFN,SFN
2000,NL,SLN,STL,C,1,162,81,95,67,Y,N,N,N,887,5478,1481,259,25,235,675,1253,87,51,84,53,771,698,4.38,10,7,37,4301,1403,196,606,1100,111,148,0.981,St. Louis Cardinals,Busch Stadium II,3336493,102,101,STL,SLN,SLN
2000,AL,TBA,TBD,E,5,161,80,69,92,N,N,N,N,733,5505,1414,253,22,162,558,1022,90,46,51,40,842,773,4.86,10,8,38,4294,1553,198,533,955,118,169,0.981,Tampa Bay Devil Rays,Tropicana Field,1449673,99,100,TBD,TBA,TBA
2000,AL,TEX,TEX,W,4,162,81,71,91,N,N,N,N,848,5648,1601,330,35,173,580,922,69,47,39,48,974,876,5.52,3,4,39,4287,1683,202,661,918,135,162,0.978,Texas Rangers,The Ballpark at Arlington,2588401,102,102,TEX,TEX,TEX
2000,AL,TOR,TOR,E,3,162,81,83,79,N,N,N,N,861,5677,1562,328,21,244,526,1026,89,34,60,34,908,821,5.14,15,4,37,4312,1615,195,560,978,100,176,0.984,Toronto Blue Jays,Skydome,1705712,103,103,TOR,TOR,TOR
2001,AL,ANA,ANA,W,3,162,81,75,87,N,N,N,N,691,5551,1447,275,26,158,494,1001,116,52,77,53,730,671,4.2,6,1,43,4313,1452,168,525,947,103,142,0.983,Anaheim Angels,Edison International Field,2000919,101,101,ANA,ANA,ANA
2001,NL,ARI,ARI,W,1,162,81,92,70,Y,N,Y,Y,818,5595,1494,284,35,208,587,1052,71,38,57,36,677,627,3.87,12,13,34,4379,1352,195,461,1297,84,148,0.986,Arizona Diamondbacks,Bank One Ballpark,2736451,108,107,ARI,ARI,ARI
2001,NL,ATL,ATL,E,1,162,81,88,74,Y,N,N,N,729,5498,1432,263,24,174,493,1039,85,46,45,52,643,578,3.59,5,13,41,4342,1363,153,499,1133,103,133,0.983,Atlanta Braves,Turner Field,2823530,103,102,ATL,ATL,ATL
2001,AL,BAL,BAL,E,4,162,80,63,98,N,N,N,N,687,5472,1359,262,24,136,514,989,133,53,77,49,829,744,4.67,10,6,31,4297,1504,194,528,938,125,137,0.979,Baltimore Orioles,Oriole Park at Camden Yards,3094841,95,96,BAL,BAL,BAL
2001,AL,BOS,BOS,E,2,161,81,82,79,N,N,N,N,772,5605,1493,316,29,198,520,1131,46,35,70,41,745,667,4.15,3,9,48,4344,1412,146,544,1259,113,129,0.981,Boston Red Sox,Fenway Park II,2625333,102,101,BOS,BOS,BOS
2001,AL,CHA,CHW,C,3,162,81,83,79,N,N,N,N,798,5464,1463,300,29,214,520,998,123,59,52,51,795,725,4.55,8,9,51,4300,1465,181,500,921,118,149,0.981,Chicago White Sox,Comiskey Park II,1766172,104,103,CHW,CHA,CHA
2001,NL,CHN,CHC,C,3,162,81,88,74,N,N,N,N,777,5406,1409,268,32,194,577,1077,67,36,66,53,701,643,4.03,8,6,41,4311,1357,164,550,1344,109,113,0.982,Chicago Cubs,Wrigley Field,2779465,95,95,CHC,CHN,CHN
2001,NL,CIN,CIN,C,5,162,81,66,96,N,N,N,N,735,5583,1464,304,22,176,468,1172,103,54,65,40,850,765,4.77,2,2,35,4328,1572,198,515,943,138,136,0.978,Cincinnati Reds,Cinergy Field,1879757,105,105,CIN,CIN,CIN
2001,AL,CLE,CLE,C,1,162,80,91,71,Y,N,N,N,897,5600,1559,294,37,212,577,1076,79,41,69,62,821,746,4.64,3,4,42,4340,1512,148,573,1218,107,137,0.982,Cleveland Indians,Jacobs Field,3175523,100,100,CLE,CLE,CLE
2001,NL,COL,COL,W,5,162,81,73,89,N,N,N,N,923,5690,1663,324,61,213,511,1027,132,54,61,50,906,841,5.29,8,8,26,4290,1522,239,598,1058,96,167,0.984,Colorado Rockies,Coors Field,3166821,122,122,COL,COL,COL
2001,AL,DET,DET,C,4,162,81,66,96,N,N,N,N,724,5537,1439,291,60,139,466,972,133,61,51,49,876,795,5.01,16,2,34,4288,1624,180,553,859,131,164,0.979,Detroit Tigers,Comerica Park,1921305,93,95,DET,DET,DET
2001,NL,FLO,FLA,E,4,162,80,76,86,N,N,N,N,742,5542,1461,325,30,166,470,1145,89,40,67,45,744,691,4.32,5,11,32,4314,1397,151,617,1119,103,174,0.983,Florida Marlins,Pro Player Stadium,1261226,97,97,FLA,FLO,FLO
2001,NL,HOU,HOU,C,1,162,81,93,69,Y,N,N,N,847,5528,1500,313,29,208,581,1119,64,49,89,56,769,707,4.37,7,6,48,4364,1453,221,486,1228,110,138,0.982,Houston Astros,Enron Field,2904277,107,106,HOU,HOU,HOU
